,Message,Favourite Count,Retweet Count,Created At,Source,Username
128,"For Teacher Appreciation Week, I’ll be highlighting some of the most impactful lessons I’ve learned from educators… https://t.co/PyrDhqvtMB",3296,357,2019-05-07 21:45:00,Sprinklr,Bill Gates
129,"RT @GatesUS: No one has more insight than teachers into what makes a classroom tick, or how to reach &amp; inspire a struggling student. 

Happ…",0,174,2019-05-07 21:24:03,Twitter Web Client,Bill Gates
130,I’ve learned a lot from the career of this real-life Sherlock Holmes: https://t.co/LhCRp52KgN https://t.co/0GnuegjFep,3756,489,2019-05-06 18:34:51,Twitter Media Studio,Bill Gates
131,Melinda and I love meeting with people who are trying to change the world. Here are four of the people who inspired… https://t.co/MrmYszRNMG,5915,654,2019-05-04 19:43:24,Sprinklr,Bill Gates
132,What does a “dirt detective” do for a living? I’m eager to watch this talk from soil scientist Asmeret Asefaw Berhe… https://t.co/Rw3GrZ1V3q,4994,984,2019-05-03 13:50:51,Sprinklr,Bill Gates
133,"A few months ago, Fred contributed a piece to my blog which outlined why educating the next generation of African l… https://t.co/jPqGy5OhR3",2506,343,2019-05-02 21:58:14,Twitter Web Client,Bill Gates
134,"By the end of the century, almost half of the young people in the world will be in sub-Saharan Africa. https://t.co/ZiBfAgjpxx",4057,792,2019-05-02 21:58:14,Twitter Web Client,Bill Gates
135,.@FredSwaniker has an ambitious plan to unlock the talents of young Africans. I was thrilled to see him featured in… https://t.co/M411GHFCxL,4173,610,2019-05-02 21:58:13,Twitter Web Client,Bill Gates
136,It’s hard for me to overstate how brave people who fight outbreaks are. They face a near-impossible task with grace… https://t.co/C5HYQuTOlR,4375,527,2019-05-02 15:47:01,Sprinklr,Bill Gates
137,Congratulations @SueDHellmann on your 5th anniversary @gatesfoundation. Your leadership on some of the world’s toug… https://t.co/oNvoClCO3i,2943,239,2019-05-01 23:08:51,Twitter Web Client,Bill Gates
138,The world’s historic progress to #endpolio would not be possible without the strong commitment of partners like… https://t.co/pCePwNoI0U,2761,600,2019-05-01 16:30:01,Sprinklr,Bill Gates
139,"If you enjoyed the @Avengers this weekend, I think you’ll be inspired by these real-life heroes:… https://t.co/UISSYrSC1a",5848,1108,2019-04-30 16:31:51,Twitter Media Studio,Bill Gates
140,"It’s amazing to think about the creative ways we’ve delivered vaccines over the years (even by dog sled, when neces… https://t.co/im8i1Ujhel",7751,1567,2019-04-30 01:28:28,Sprinklr,Bill Gates
141,The promise and perils of gene-editing might be the most important public debate we haven’t been having widely enou… https://t.co/e1LcPvW28E,5586,1182,2019-04-28 16:10:00,Sprinklr,Bill Gates
142,"One of my favorite authors, @sapinker, co-wrote a piece about why nuclear power is so important in fighting climate… https://t.co/pKWclbfZcA",7199,2232,2019-04-26 13:48:13,Sprinklr,Bill Gates
143,Deaths from malaria have dropped 42% since 2000. I’m as optimistic as ever that we can get to zero deaths in our ge… https://t.co/tiimK3witk,7804,1430,2019-04-25 13:52:45,Twitter Media Studio,Bill Gates
144,Stories like this one from Kenya remind me of why Melinda and I started our foundation. I'm optimistic we will cont… https://t.co/XAm4jQgsVA,7266,1212,2019-04-24 11:54:00,Twitter Media Studio,Bill Gates
145,"Melinda’s new book, The #MomentofLift, is out today: https://t.co/sC4eE1Jy8N.

She combines her mastery of data wit… https://t.co/Gbz9r4Ts8U",8174,819,2019-04-23 14:04:43,Twitter Web Client,Bill Gates
146,"On #EarthDay, I’m inspired by the inventors who are tackling climate change and all the people who are supporting t… https://t.co/bw0imff81U",10088,2189,2019-04-22 14:25:47,Twitter Media Studio,Bill Gates
147,Melinda’s new book The #MomentofLift is an urgent call to action. I’ll commit to the lift by working to ensure that… https://t.co/RW2elIYTC5,3272,452,2019-04-20 18:55:52,Twitter Web Client,Bill Gates
148,Gene drive is a technique where you give a few mosquitoes an edited gene and it drives itself into all their offspr… https://t.co/DODBKVfYRE,4593,891,2019-04-20 15:40:57,Sprinklr,Bill Gates
149,"Less than a century ago, families everywhere lived in fear of a mosquito bite. Now 75% of all malaria cases occur i… https://t.co/3UlIb4iuwe",8073,1725,2019-04-19 21:00:00,Sprinklr,Bill Gates
150,3: Which of the following factors affect the spread of malaria? The answer is in my latest blog post: https://t.co/Vv1rQ79zSJ,1416,224,2019-04-19 14:22:50,Twitter Web Client,Bill Gates
151,2: What kind of pathogen causes malaria? Find the answer here: https://t.co/tUPDUDpfK7,1351,232,2019-04-19 14:22:49,Twitter Web Client,Bill Gates
152,"Biology pop quiz! Test your knowledge about the world’s deadliest animal: the mosquito.

1: Of the 3,000 species of… https://t.co/VkHLU3bRUa",2626,504,2019-04-19 14:22:49,Twitter Web Client,Bill Gates
153,"Here’s one reason why I really, really hate mosquitoes: https://t.co/DDG0kG692T #MosquitoWeek https://t.co/7qTfCLDKmu",9393,2552,2019-04-18 14:17:01,Sprinklr,Bill Gates
154,"I’ve been fascinated by Leonardo da Vinci for decades. Although he died 500 years ago, there’s still so much to lea… https://t.co/kWp8kF3uij",10452,1140,2019-04-18 00:17:00,Sprinklr,Bill Gates
155,Precision maps are bringing us closer to the day when malaria is gone forever. https://t.co/mxqN60hOJN,4088,564,2019-04-17 13:53:05,Sprinklr,Bill Gates
156,Why I would rather encounter a shark in the wild than a mosquito: https://t.co/6CrnkJ6f31 #MosquitoWeek https://t.co/uB5YFPLgzO,6811,1662,2019-04-16 16:57:00,Sprinklr,Bill Gates
157,I’m proud that @Microsoft is one of the many companies taking action to fight climate change and excited about its… https://t.co/PY3rkpaZLV,5983,736,2019-04-16 14:18:28,Sprinklr,Bill Gates
158,"To kick off #MosquitoWeek, I wrote about the world’s deadliest shapeshifter (and what scientists are learning about… https://t.co/pDEJiwDU6H",2802,382,2019-04-15 17:18:33,Twitter Web Client,Bill Gates
159,"Shapeshifters are not just the stuff of science fiction, though. We have them right here on earth.",2533,229,2019-04-15 17:18:33,Twitter Web Client,Bill Gates
160,There’s an epic scene at the end where Spock has to figure out which one is the impostor. https://t.co/yOSI4WyneG,889,78,2019-04-15 17:18:32,Twitter Web Client,Bill Gates
161,"As a teenager, I remember watching an episode of the original Star Trek where the bad guy is a shapeshifter who tur… https://t.co/MDkPCMhDuC",728,69,2019-04-15 17:18:32,Twitter Web Client,Bill Gates
162,"When I was younger, I loved science fiction. The author I read the most was Robert Heinlein (“The Moon Is a Harsh Mistress” was a favorite).",7227,617,2019-04-15 17:18:32,Twitter Web Client,Bill Gates
163,They're back... #MosquitoWeek https://t.co/4vt2Vt3fGN,4903,725,2019-04-14 20:48:00,Twitter Media Studio,Bill Gates
164,Young Africans will shape the future of not just their own communities but the entire world. https://t.co/8h83nylCgw,7647,1415,2019-04-14 16:35:52,Sprinklr,Bill Gates
165,Melinda and I were honored to join President Bush and Laura Bush @TheBushCenter. Their leadership of programs like… https://t.co/BQP0lGr8yo,4981,431,2019-04-12 22:13:01,Sprinklr,Bill Gates
166,I would say this even if I weren’t married to the author: @melindagates’s new book “The Moment of Lift” is a terrif… https://t.co/A0R5jBCodI,2679,358,2019-04-12 13:53:32,Sprinklr,Bill Gates
167,I’ve learned so much from Melinda over the years and I’m delighted she is now sharing her insights with the rest of… https://t.co/LwZ6b7ZUQT,5617,718,2019-04-10 12:04:00,Twitter Media Studio,Bill Gates
168,"I’ve recommended a lot of books over the years, but The #MomentofLift is particularly special to me… https://t.co/E2ZbzXSCU5",3097,280,2019-04-09 17:15:54,Twitter Web Client,Bill Gates
169,"It also includes insights about our marriage, the path we took to become equals in our work, and how she has helped… https://t.co/bPl1yUUzM1",3442,219,2019-04-09 17:15:54,Twitter Web Client,Bill Gates
170,She shares her personal journey from private citizen to public advocate -- including how she pushed our foundation… https://t.co/AHLBpyDXCk,1016,88,2019-04-09 17:15:54,Twitter Web Client,Bill Gates
171,"“The Moment of Lift” is a wise, honest, and beautifully written book about how empowering women lifts up everyone.",622,93,2019-04-09 17:15:53,Twitter Web Client,Bill Gates
172,".@melindagates is the most important person in my life: an amazing partner, wife, mother, and friend (and now accom… https://t.co/hD0IU2g1Nv",16073,1373,2019-04-09 17:15:53,Twitter Web Client,Bill Gates
173,"Of the many uses for AI, I’m particularly excited about how it can help improve the lives of the world’s poorest. https://t.co/JFoLoWJPEL",6771,1287,2019-04-07 17:05:00,Sprinklr,Bill Gates
174,"In the future, identifying your risk of developing Alzheimer’s could be as simple as speaking into an app on your p… https://t.co/KiPC7yEOrx",4579,797,2019-04-05 12:07:01,Sprinklr,Bill Gates
175,"When Paul and I founded @Microsoft together, we were confident that computers would change the world. But we never… https://t.co/HXfUDLLbGC",15917,2459,2019-04-04 21:27:38,Twitter Web Client,Bill Gates
176,Reducing greenhouse gas emissions from buildings is one of the five biggest challenges in the fight against climate… https://t.co/qosVNYY1Yq,5122,819,2019-04-04 15:01:02,Sprinklr,Bill Gates
177,Most Americans want to know if they will get Alzheimer’s as early as possible. That’s an important insight for scie… https://t.co/DCWvYneaA1,3623,490,2019-04-03 14:27:00,Sprinklr,Bill Gates
178,"Thanks to major breakthroughs over the last several years, we’re closer than ever to having a reliable, affordable,… https://t.co/6EYyMIQXAs",6419,1120,2019-04-02 19:19:33,Sprinklr,Bill Gates
179,This surprised me: there’s more carbon in soil than in the atmosphere and all plant life combined. Here’s what that… https://t.co/P0N3B60WoS,7463,1604,2019-03-31 17:57:57,Sprinklr,Bill Gates
180,Pivot Bio has developed an alternative to synthetic fertilizer that could help transform farming and reduce greenho… https://t.co/Xkq86DPhrj,6216,1295,2019-03-29 13:49:34,Twitter Media Studio,Bill Gates
181,I’m thrilled that senators from both sides of the aisle have come together to support advanced nuclear. This is exa… https://t.co/M8aBLF6AXw,6092,690,2019-03-28 20:28:54,Twitter Web Client,Bill Gates
182,"Nuclear energy is one of these critical technologies. It’s ideal for dealing with climate change, because it is the… https://t.co/Egral4oR97",8960,1893,2019-03-28 20:28:54,Twitter Web Client,Bill Gates
183,"To prevent the worst effects of climate change, we need to reach near-zero emissions on all the things that drive i… https://t.co/1DJw7rfyMd",1689,307,2019-03-28 20:28:54,Twitter Web Client,Bill Gates
184,"Yesterday, a bipartisan group of leaders in the U.S. Senate introduced the Nuclear Energy Leadership Act, which est… https://t.co/TCpHhPoQao",12207,3151,2019-03-28 20:28:54,Twitter Web Client,Bill Gates
185,RT @gatesfoundation: We’re celebrating the anniversary of an incredible public health achievement - 5 years since the entire South-East Asi…,0,315,2019-03-27 16:20:19,Twitter Web Client,Bill Gates
186,"We need to reach zero net emissions from every sector of the economy including agriculture (which, along with fores… https://t.co/SOAoXnmOLj",4204,794,2019-03-26 18:22:43,Twitter Web Client,Bill Gates
187,Most discussions about fighting climate change focus on electricity and the need for renewable energy. De-carbonizi… https://t.co/6buaK8da0q,5937,1408,2019-03-26 18:22:43,Twitter Web Client,Bill Gates
188,"Five years ago, India was declared poliofree. Whenever someone asks me how they did it, I tell them about one of th… https://t.co/3UJOpBuRr0",11452,1785,2019-03-25 03:00:01,Sprinklr,Bill Gates
189,I’m inspired by Azim Premji’s continued commitment to philanthropy. His latest contribution will make a tremendous… https://t.co/jWu1g8Fzgh,29077,7311,2019-03-24 15:20:26,Sprinklr,Bill Gates
190,"Thanks to the incredible work of goat nurses, thousands of women in India have an opportunity to lift themselves an… https://t.co/W2iYncrg9E",9055,1312,2019-03-22 13:57:21,Twitter Media Studio,Bill Gates
191,.@SueDHellmann recently sat down with @CDCFound to talk about how our foundation measures the impact of our partner… https://t.co/xY1i1X0Ruc,2447,252,2019-03-21 14:06:03,Sprinklr,Bill Gates
192,"Meet the goat nurses, an incredible team of health workers who help women gain financial independence by raising he… https://t.co/ehtqyNnvaj",7062,882,2019-03-20 14:19:28,Sprinklr,Bill Gates
193,"2019 marks 150 years since the creation of the periodic table. Whenever people visit my office, I like to show them… https://t.co/ujikQafQxt",14213,2235,2019-03-18 20:00:01,Sprinklr,Bill Gates
194,"If you believe innovation is for everyone, then I have a list for you: 10 challenges that the world needs your idea… https://t.co/z29h2mYjbP",16042,5834,2019-03-17 23:56:00,Sprinklr,Bill Gates
195,Diversity is good for innovation. This is a great conversation between @robotsmarts and @timnitGebru on the importa… https://t.co/QaNcykjxJ1,4301,763,2019-03-16 15:11:51,Sprinklr,Bill Gates
196,"If you want to discover what makes a school great, there’s no substitute for spending time in the classroom. I lear… https://t.co/nn8vxEHb9h",7846,906,2019-03-15 12:00:02,Sprinklr,Bill Gates
197,Medical advances should be available to everyone who needs them. That’s why I’m excited about an inexpensive blood… https://t.co/u4OaCcxc5v,5963,1044,2019-03-14 14:00:02,Sprinklr,Bill Gates
198,It’s great to see leaders in Washington talking about accelerating energy innovation to fight climate change. This… https://t.co/U2LBZe73Rm,3992,554,2019-03-13 18:50:33,Sprinklr,Bill Gates
199,"I was lucky to be a young person when the digital revolution was just getting under way, and my Microsoft colleague… https://t.co/FnfsCMv5ZV",17422,2452,2019-03-12 13:33:56,Twitter Web Client,Bill Gates
0,RT @TreasurySpox: It’s been 1️⃣ year since President @realDonaldTrump announced the new US-Mexico-Canada trade agreement. USMCA will be a w…,0,5872,2019-10-22 00:46:43,Twitter for iPhone,Donald J. Trump
1,"RT @RepAnnWagner: As a cosponsor of the resolution to censure Rep. Adam Schiff, I was disappointed Nancy Pelosi did not even allow a vote o…",0,6447,2019-10-22 00:43:14,Twitter for iPhone,Donald J. Trump
2,RT @RepJohnJoyce: It is disappointing that House Democrats blocked a vote to condemn and censure Chairman Adam Schiff for lying to the Amer…,0,6246,2019-10-22 00:42:47,Twitter for iPhone,Donald J. Trump
3,"RT @RepLaMalfa: Tonight, I joined @SteveScalise, @RepAndyBiggsAZ, &amp; @HouseGOP in voting to censure Rep. Adam Schiff. 

Of course, Democrats…",0,4020,2019-10-22 00:42:26,Twitter for iPhone,Donald J. Trump
4,RT @dogoodmore: Lawmaker leading charge to censure Adam Schiff says he's engineering 'total political hit job' on Trump https://t.co/TgFQ9y…,0,3113,2019-10-22 00:41:50,Twitter for iPhone,Donald J. Trump
5,RT @LouDobbs: Condemn Shifty Schiff. @Jim_Jordan on House Republicans voting to censure Adam Schiff. #AmericaFirst #MAGA #Dobbs https://t.c…,0,3482,2019-10-22 00:41:23,Twitter for iPhone,Donald J. Trump
6,RT @RepRickCrawford: Adam Schiff has eliminated the access Republican HPSCI members have &amp; has locked down depositions in a manner that is…,0,4485,2019-10-22 00:41:13,Twitter for iPhone,Donald J. Trump
7,"RT @DJTrumpsButt: RT realDonaldTrump ""RT AmericaNewsroom: THE HEADLINER: Jim_Jordan comments on the latest in the impeachment inquiry as Re…",0,2390,2019-10-22 00:40:47,Twitter for iPhone,Donald J. Trump
8,RT @SaraCarterDC: After almost two months of making a huge deal about the #Whistleblower testimony that would actually #impeach @realDonald…,0,7009,2019-10-22 00:40:20,Twitter for iPhone,Donald J. Trump
9,"RT @RepAndyBiggsAZ: On Monday, I, along with the vast majority of my @HouseGOP colleagues, will press forward with my motion to censure Ada…",0,9033,2019-10-22 00:39:07,Twitter for iPhone,Donald J. Trump
10,RT @GregGutfeldShow: Adam Schiff goes for a physical. #Gutfeld https://t.co/qbeCVVxccs,0,4078,2019-10-22 00:38:44,Twitter for iPhone,Donald J. Trump
11,"RT @SteveScalise: Dems claim their scheme to impeach @realDonaldTrump is fair.

Here's the reality:

- All done in secret
- Led by proven-l…",0,9923,2019-10-22 00:38:23,Twitter for iPhone,Donald J. Trump
12,RT @GregGutfeldShow: Adam Schiff tries to take a nap. #Gutfeld https://t.co/akNEGY6PDd,0,4054,2019-10-22 00:38:02,Twitter for iPhone,Donald J. Trump
13,"RT @Rep_Watkins: The resolution to #CensureSchiff failed on the floor tonight.

I guess Democrats are okay with Adam Schiff:

▪️ Spreading…",0,5350,2019-10-22 00:36:37,Twitter for iPhone,Donald J. Trump
14,"RT @RepAndyBiggsAZ: Adam Schiff may not have been held accountable tonight, but the American people are very much aware of his reckless dis…",0,6532,2019-10-22 00:35:45,Twitter for iPhone,Donald J. Trump
15,Thank you Liz. Shows great Republican support! https://t.co/WsuTmv6Tfh,22937,6724,2019-10-22 00:34:16,Twitter for iPhone,Donald J. Trump
16,"RT @newtgingrich: Nancy Pelosi and Adam Schiff have both become embarrassingly dishonest. They, along with the rest of the House Democrats,…",0,5693,2019-10-22 00:32:18,Twitter for iPhone,Donald J. Trump
17,RT @AmericaNewsroom: THE HEADLINER: @Jim_Jordan comments on the latest in the impeachment inquiry as Republicans prepare to file a motion t…,0,2422,2019-10-22 00:31:47,Twitter for iPhone,Donald J. Trump
18,RT @RepAndyBiggsAZ: COMING UP: I'm joining @SandraSmithFox on @AmericaNewsroom to discuss tonight's vote on my motion to condemn and censur…,0,2076,2019-10-22 00:31:38,Twitter for iPhone,Donald J. Trump
19,"RT @USRepLong: I am proud to stand with my colleagues to demand transparency during this ""impeachment inquiry."" Rep. Schiff has demonstrate…",0,3199,2019-10-22 00:31:24,Twitter for iPhone,Donald J. Trump
20,"RT @SteveScalise: Adam Schiff must be held accountable for his lies.

Tonight Republicans will move to censure &amp; condemn him for deliberate…",0,7336,2019-10-22 00:31:07,Twitter for iPhone,Donald J. Trump
21,Thank you Dan and Kevin. Great Vote! https://t.co/MMJ5SanakG,17278,4483,2019-10-22 00:30:49,Twitter for iPhone,Donald J. Trump
22,Will be interviewed by @seanhannity tonight at 9:00 P.M. on @FoxNews. Enjoy!,31293,8551,2019-10-21 23:06:16,Twitter for iPhone,Donald J. Trump
23,"Doral in Miami would have been the best place to hold the G-7, and free, but too much heat from the Do Nothing Radi… https://t.co/THW5r9YzOG",80200,20712,2019-10-21 13:17:53,Twitter for iPhone,Donald J. Trump
24,"Censure (at least) Corrupt Adam Schiff! After what he got caught doing, any pol who does not so vote cannot be hone… https://t.co/9e3aXSBYYC",83087,21734,2019-10-21 12:31:43,Twitter for iPhone,Donald J. Trump
25,"Great new book by wonderful and very street smart author Dan Bongino, EXONERATED, THE FAILED TAKEDOWN OF PRESIDENT… https://t.co/YcSTyDGgjQ",63313,16216,2019-10-21 12:25:26,Twitter for iPhone,Donald J. Trump
26,https://t.co/oSn6amjZo4,39938,13221,2019-10-21 03:54:07,Twitter Media Studio,Donald J. Trump
27,https://t.co/R3Chppjx6S,42580,14752,2019-10-21 02:57:37,Twitter for iPhone,Donald J. Trump
28,https://t.co/6sKKniiOfE,34796,11057,2019-10-21 02:53:32,Twitter for iPhone,Donald J. Trump
29,A Great Democrat Scam! https://t.co/LbkVT7UvXX,44484,14706,2019-10-21 02:07:51,Twitter for iPhone,Donald J. Trump
30,Adam Schiff is a Corrupt Politician! https://t.co/16aSrqjwu2,71871,21001,2019-10-21 02:05:14,Twitter for iPhone,Donald J. Trump
31,"RT @bennyjohnson: 🚨IMPORTANT🚨

This is the most crucial statistic of the 2020 election:  

Average American middle class household income:…",0,19104,2019-10-21 01:59:36,Twitter for iPhone,Donald J. Trump
32,Congratulations Barbara! https://t.co/0cYrjL1YOj,34005,7978,2019-10-21 01:57:10,Twitter for iPhone,Donald J. Trump
33,"RT @SecretaryRoss: Since the election of President Trump, the U.S. has added 6.4 million jobs, including 500,000 in the #manufacturing sect…",0,9896,2019-10-21 01:56:05,Twitter for iPhone,Donald J. Trump
34,RT @SecretaryRoss: This action by the Commerce Department sends another clear message to the Cuban regime – that they must immediately ceas…,0,5224,2019-10-21 01:55:36,Twitter for iPhone,Donald J. Trump
35,RT @realDonaldTrump: It is ONLY about this! https://t.co/ZB5xPDKs4b,0,21637,2019-10-21 01:54:14,Twitter for iPhone,Donald J. Trump
36,RT @IngrahamAngle: Republicans in the Congress should be asked:  why have you allowed the State Department to become an arm of the Democrat…,0,17769,2019-10-21 01:52:11,Twitter for iPhone,Donald J. Trump
37,"“To the Democrats, Impeachment is partisan politics dressed up as principle.” @SteveHiltonx @FoxNews",40719,10083,2019-10-21 01:48:35,Twitter for iPhone,Donald J. Trump
38,"So interesting that, when I announced Trump National Doral in Miami would be used for the hosting of the G-7, and t… https://t.co/tDDMw6CPOd",78119,20372,2019-10-20 22:41:10,Twitter for iPhone,Donald J. Trump
39,"....fiction to Congress and the American People?  I demand his deposition. He is a fraud, just like the Russia Hoax… https://t.co/Hum7mHfNiV",70027,18385,2019-10-20 21:45:17,Twitter for iPhone,Donald J. Trump
40,....because their so-called story didn’t come even close to matching up with the exact transcript of the phone call… https://t.co/SUGMgGZeJ3,62195,15099,2019-10-20 21:45:17,Twitter for iPhone,Donald J. Trump
41,"This Scam going on right now by the Democrats against the Republican Party, and me, was all about a perfect phone c… https://t.co/nXPfrl25ag",88878,22730,2019-10-20 21:45:17,Twitter for iPhone,Donald J. Trump
42,"Pelosi is now leading a delegation of 9, including Corrupt Adam Schiff, to Jordan to check out Syria. She should fi… https://t.co/FBznZni7FF",101676,29860,2019-10-20 20:28:28,Twitter for iPhone,Donald J. Trump
43,https://t.co/dNfXkc8uUG,42518,13470,2019-10-20 16:29:26,Twitter for iPhone,Donald J. Trump
44,https://t.co/kNVQf6JdIL,43169,13472,2019-10-20 16:29:14,Twitter for iPhone,Donald J. Trump
45,“The ceasefire is holding up very nicely. There are some minor skirmishes that have ended quickly. New areas being… https://t.co/TzJkyag5JH,80181,20198,2019-10-20 15:03:13,Twitter for iPhone,Donald J. Trump
46,The WALL is making a very big difference. Even Dems in area are happy! https://t.co/NDzq2oIsHV,76162,19185,2019-10-20 12:44:26,Twitter for iPhone,Donald J. Trump
47,"RT @GOP: Promises MADE, Promises KEPT!
 
#KeepAmericaGreat
https://t.co/oHRgIpFGV1",0,13362,2019-10-20 06:03:14,Twitter for iPhone,Donald J. Trump
48,"RT @IvankaTrump: Thru #WGDP’s partnership w/ @WorldBank, #WeFi, $2.6 Billion will be mobilized for women entrepreneurs in 26 developing cou…",0,7816,2019-10-20 06:01:23,Twitter for iPhone,Donald J. Trump
49,RT @realDonaldTrump: https://t.co/kNVQf6JdIL,0,16727,2019-10-20 06:00:26,Twitter for iPhone,Donald J. Trump
50,https://t.co/kNVQf6JdIL,51728,16727,2019-10-20 03:26:35,Twitter for iPhone,Donald J. Trump
51,RT @GOP: .@realDonaldTrump is putting AMERICA FIRST! https://t.co/dtzimD1X3d,0,8206,2019-10-20 02:42:10,Twitter for iPhone,Donald J. Trump
52,"So now Crooked Hillary is at it again! She is calling Congresswoman Tulsi Gabbard “a Russian favorite,” and Jill St… https://t.co/qBeaGRueWS",166790,37012,2019-10-20 02:41:53,Twitter for iPhone,Donald J. Trump
53,Never give up. We are doing GREAT! We are WINNING! https://t.co/MKDn5WStFU,78213,20880,2019-10-20 02:03:29,Twitter for iPhone,Donald J. Trump
54,"....Therefore, based on both Media &amp; Democrat Crazed and Irrational Hostility, we will no longer consider Trump Nat… https://t.co/qJPYSwIfGP",72483,17434,2019-10-20 01:52:46,Twitter for iPhone,Donald J. Trump
55,https://t.co/dNfXkc8uUG,42655,13566,2019-10-20 01:28:46,Twitter for iPhone,Donald J. Trump
56,.....its own 50 to 70 unit building. Would set up better than other alternatives. I announced that I would be willi… https://t.co/F3PB9Xzseu,87667,21045,2019-10-20 01:18:24,Twitter for iPhone,Donald J. Trump
57,"I thought I was doing something very good for our Country by using Trump National Doral, in Miami, for hosting the… https://t.co/lfJvhCW1v0",88021,20855,2019-10-20 01:18:24,Twitter for iPhone,Donald J. Trump
58,"RT @CLewandowski_: Media ignoring Bidens' Ukraine dealings to protect ex-VP, Corey Lewandowski alleges | Fox News https://t.co/U4AjBJoA2g",0,11811,2019-10-20 00:25:45,Twitter for iPhone,Donald J. Trump
59,“The President never told me to withhold any money until the Ukrainians did anything related to the server. The onl… https://t.co/1Zivgzpe69,77516,20214,2019-10-19 23:28:01,Twitter for iPhone,Donald J. Trump
60,RT @GreggJarrett: Will these parties that disregarded the laws and statutes that protect Americans be held to justice? https://t.co/rIindvX…,0,16890,2019-10-19 23:18:51,Twitter for iPhone,Donald J. Trump
61,See you there! https://t.co/msBoZ1TbNX,37011,8802,2019-10-19 22:26:59,Twitter for iPhone,Donald J. Trump
