,Message,Favourite Count,Retweet Count,Created At,Source,Username
62,"RT @HouseGOP: “On their farms, when something needs to get done, our dairy farmers don’t hem and haw, they don’t drag their feet and they d…",0,9392,2019-10-19 22:25:56,Twitter for iPhone,Donald J. Trump
63,https://t.co/yvsGhK5N9X,43370,13661,2019-10-19 21:15:17,Twitter for iPhone,Donald J. Trump
64,"Crooked Hillary Clinton just called the respected environmentalist and Green Party candidate, Jill Stein, a “Russia… https://t.co/X4THYpEAJw",91594,20987,2019-10-19 19:47:51,Twitter for iPhone,Donald J. Trump
65,RT @GOPChairwoman: We've seen a huge spike in enthusiasm since Democrats like Elissa Slotkin and Haley Stevens backed Pelosi's bogus impeac…,0,10449,2019-10-19 19:28:32,Twitter for iPhone,Donald J. Trump
66,"RT @RepDanCrenshaw: Amidst the political noise, it’s important to ask yourself: ""If Congress wasn’t so focused on impeachment, what else co…",0,14214,2019-10-19 19:25:53,Twitter for iPhone,Donald J. Trump
67,"RT @VP: While Dems in Congress have been trying to overturn the will of the American people by reversing Election Day 2016, our Admin will…",0,9502,2019-10-19 19:25:03,Twitter for iPhone,Donald J. Trump
68,It is ONLY about this! https://t.co/ZB5xPDKs4b,66800,21637,2019-10-19 19:23:00,Twitter for iPhone,Donald J. Trump
69,RT @DonaldJTrumpJr: Ahhhh good times. Happy third anniversary to one of the great comebacks of all time. https://t.co/KbSos1UApS,0,35630,2019-10-19 19:21:59,Twitter for iPhone,Donald J. Trump
70,"Just another FAKE SUPPRESSION POLL, this time from @FoxNews, of course! https://t.co/x8lYVE7QCo",34269,9697,2019-10-19 19:16:00,Twitter for iPhone,Donald J. Trump
71,RT @NBCNews: NEW: US State Dept. has completed its internal investigation into former Sec. Clinton's use of private email and found violati…,0,9256,2019-10-19 19:10:31,Twitter for iPhone,Donald J. Trump
72,RT @GOP: It's no surprise that far-left Democrats like Alexandria Ocasio-Cortez and Illhan Omar support Senator Bernie Sanders for Presiden…,0,8505,2019-10-19 18:50:54,Twitter for iPhone,Donald J. Trump
73,RT @RepLeeZeldin: I’ve sat through EVERY interview so far of this so called “impeachment inquiry” &amp; the President hasn’t done anything to p…,0,24019,2019-10-19 18:16:57,Twitter for iPhone,Donald J. Trump
74,.@RepMcClintock  Thank you Tom. Great interview on @TeamCavuto! @FoxNews,26692,5910,2019-10-19 17:35:40,Twitter for iPhone,Donald J. Trump
75,A Great Book by Kimberley Strassel! https://t.co/TOQcUDmnAR,28337,6924,2019-10-19 17:23:22,Twitter for iPhone,Donald J. Trump
76,RT @ericmetaxas: Here is a LONG and rather revealing interview I did w/@KatrinaTrinko at the @Heritage Foundation's @DailySignal podcast! A…,0,4788,2019-10-19 17:20:20,Twitter for iPhone,Donald J. Trump
77,RT @JudicialWatch: NO MORE VOTER FRAUD: @JudicialWatch President @TomFitton announces 1.59 million ineligible voters to be removed from Cal…,0,8257,2019-10-19 17:09:55,Twitter for iPhone,Donald J. Trump
78,"RT @GOPChairwoman: Nancy Pelosi only cares about her witch hunt, not working for the American people.

It’s time for Pelosi to put the #USM…",0,6920,2019-10-19 17:08:50,Twitter for iPhone,Donald J. Trump
79,"RT @GOPChairwoman: Everything is bigger in Texas – even a @realDonaldTrump rally! Awesome crowd!
https://t.co/rj15fMyHyF",0,6736,2019-10-19 17:08:38,Twitter for iPhone,Donald J. Trump
80,"RT @GOPChairwoman: ""There is a reason President @realDonaldTrump enjoys over 90% approval among Republicans: He is doing exactly what he sa…",0,7391,2019-10-19 17:08:10,Twitter for iPhone,Donald J. Trump
81,RT @GOPChairwoman: “Our country is once again living by two simple rules: buy American and hire American. The economy is booming. Our peopl…,0,7153,2019-10-19 17:07:49,Twitter for iPhone,Donald J. Trump
82,"RT @GOPChairwoman: “The radical Democrats want to destroy America as we know it.” – @realDonaldTrump
 
We won’t let that happen! 
https://t…",0,6866,2019-10-19 17:07:24,Twitter for iPhone,Donald J. Trump
83,"RT @GOPChairwoman: Once again, the mainstream media keeps moving the goalposts to attack @realDonaldTrump.
 
Must-watch breakdown of the me…",0,7245,2019-10-19 17:07:17,Twitter for iPhone,Donald J. Trump
84,RT @GOPChairwoman: “The people of this country know what the Dems are doing. They’re tired of it.” - @PressSec https://t.co/PbXGSD8Cpu,0,6802,2019-10-19 17:05:46,Twitter for iPhone,Donald J. Trump
85,"RT @RNCLatinos: Latinos across America are fired up to re–elect @realDonaldTrump!

¡Latinos alrededor de los Estados Unidos están motivados…",0,9612,2019-10-19 17:05:22,Twitter for iPhone,Donald J. Trump
86,"RT @GOP: “[@realDonaldTrump] has been in office for 3 years. He has sustained an energy and a momentum that we have never seen, and his sup…",0,10059,2019-10-19 17:04:40,Twitter for iPhone,Donald J. Trump
87,“I don’t see anything that constitutes an Impeachable offense - Nothing here rises to the level of Impeachment. The… https://t.co/9WDifJx3yZ,62525,15754,2019-10-19 17:01:56,Twitter for iPhone,Donald J. Trump
88,"RT @badluck_jones: Free Beacon Reminds Us of Lefty Double Standard Between Brewer, Pelosi Finger Wags https://t.co/R7c5kPzk6m",0,5412,2019-10-19 16:18:27,Twitter for iPhone,Donald J. Trump
89,"RT @charliekirk11: The Obama Administration asked Ukraine to investigate Trump when he was a private citizen

Where were the MSM attacks th…",0,14933,2019-10-19 16:05:52,Twitter for iPhone,Donald J. Trump
90,"RT @charliekirk11: Obama foreign policy:

—Let Syria cross his “red line”

—Hillary’s Failed Russian Reset

—$150 Billion in cash to our en…",0,13526,2019-10-19 16:05:30,Twitter for iPhone,Donald J. Trump
91,"RT @RepDougCollins: The Democrats are trying to conduct their “impeachment” inquiry in secret.
 
We’ll see about that . . . https://t.co/oD…",0,9669,2019-10-19 16:02:50,Twitter for iPhone,Donald J. Trump
92,RT @SaraCarterDC: Democrat anger has grown so irrational that it has burst through the constitutional guardrails which protect our institut…,0,5323,2019-10-19 16:02:06,Twitter for iPhone,Donald J. Trump
93,"RT @brithume: Shouldn’t these stories contain the obligatory phrase “without evidence,” as the so often do when it’s Trump making the accus…",0,10317,2019-10-19 16:00:58,Twitter for iPhone,Donald J. Trump
94,Thank you very much. Working hard! https://t.co/z8dgzQxkVC,41770,10580,2019-10-19 15:58:49,Twitter for iPhone,Donald J. Trump
95,I agree! https://t.co/mxKKg98NvO,47892,12547,2019-10-19 15:57:54,Twitter for iPhone,Donald J. Trump
96,Texas is great! https://t.co/aJSyPSHJfw,47304,10465,2019-10-19 15:35:12,Twitter for iPhone,Donald J. Trump
97,RT @TomFitton: Coup update. https://t.co/fPoPB7RJUB,0,7470,2019-10-19 15:29:36,Twitter for iPhone,Donald J. Trump
98,RT @TomFitton: HUGE: HUNDREDS of Security Violations Tied to Clinton Emails; CRIME?-Deep State Enemies List Targets @RealDonaldTrump Family…,0,8615,2019-10-19 15:29:32,Twitter for iPhone,Donald J. Trump
99,RT @TomFitton: Coup Update https://t.co/JSN63yh93G,0,5877,2019-10-19 15:28:51,Twitter for iPhone,Donald J. Trump
100,There has never been a greater fraud on Congress. Shifty Schiff is Corrupt. Go Andy! https://t.co/yw57NhKpG2,55434,15601,2019-10-19 15:23:34,Twitter for iPhone,Donald J. Trump
101,RT @Jim_Jordan: .@RepAdamSchiff is now scheduling 2 witnesses a day and plans to conduct those depositions simultaneously. How can Members…,0,18771,2019-10-19 15:15:57,Twitter for iPhone,Donald J. Trump
102,"Such a disgrace that the Do Nothing Democrats are doing just as their name suggests, Doing Nothing! USMCA anyone?",74203,17670,2019-10-19 15:13:27,Twitter for iPhone,Donald J. Trump
103,#StopTheCoup,101325,29928,2019-10-19 12:32:36,Twitter for iPhone,Donald J. Trump
104,RT @ZTPetrizzo: One pro-Trump demonstrator just began hounding @EleanorNorton over the impeachment inquiry: https://t.co/FoywJXN4zi,0,6829,2019-10-19 12:29:38,Twitter for iPhone,Donald J. Trump
105,RT @ZTPetrizzo: Feeling bad for this intern... https://t.co/7WoYCRJbvv,0,5653,2019-10-19 12:28:32,Twitter for iPhone,Donald J. Trump
106,RT @ZTPetrizzo: Here’s the scene outside of Speaker Pelosi’s office: https://t.co/G9niU7ATzZ,0,7150,2019-10-19 12:27:52,Twitter for iPhone,Donald J. Trump
107,"RT @WomenforTrump: Today is the day we #MarchforTrump!

While some may be trying to sabotage our efforts, we will not be deterred. 

We wil…",0,8440,2019-10-19 05:11:25,Twitter for iPhone,Donald J. Trump
108,"RT @ZTPetrizzo: Tomorrow ”Women for America First” will be marching around D.C. &amp; roaming the halls of the Capitol trying to find Pelosi, S…",0,5984,2019-10-19 05:11:06,Twitter for iPhone,Donald J. Trump
109,"Susan Rice, who was a disaster to President Obama as National Security Advisor, is now telling us her opinion on wh… https://t.co/1IrtH5McCg",129302,34319,2019-10-19 02:59:13,Twitter for iPhone,Donald J. Trump
110,"Pelosi and Impeachment - There have already been 3 Votes, and they’ve all failed miserably. Here’s why there may no… https://t.co/Phv5Jtemmt",63082,17335,2019-10-19 02:16:38,Twitter for iPhone,Donald J. Trump
111,"Congressman Michael McCaul, “Schiff’s inquiry defies Democracy.” @FoxNews @seanhannity",42451,10569,2019-10-19 02:02:46,Twitter for iPhone,Donald J. Trump
112,"“Because the House has already voted against the Impeachment Proceeding, the current inquiry is totally invalid. Th… https://t.co/PZIzcO2WiE",66368,18404,2019-10-19 01:57:33,Twitter for iPhone,Donald J. Trump
113,Corrupt Congressman Adam Schiff is angry that Ambassadors that he thought would be good for his fraudulent Witch Hu… https://t.co/8a8f8mqZb6,115953,30168,2019-10-19 01:28:29,Twitter for iPhone,Donald J. Trump
114,REPUBLICANS MUST STICK TOGETHER AND FIGHT! https://t.co/chnSNURfFx,81569,24976,2019-10-18 23:37:33,Twitter Media Studio,Donald J. Trump
115,https://t.co/Q2ar4LZGM4,66045,18403,2019-10-18 23:29:05,Twitter for iPhone,Donald J. Trump
116,"Think of how many lives we saved in Syria and Turkey by getting a ceasefire yesterday. Thousands and thousands, and maybe many more!",96390,19701,2019-10-18 23:25:50,Twitter for iPhone,Donald J. Trump
117,https://t.co/p5imhMJqS1,64290,16697,2019-10-18 22:39:11,Twitter for iPhone,Donald J. Trump
118,"....He is also my friend! At the same time, I am pleased to nominate Deputy Secretary Dan Brouillette to be the new… https://t.co/Pcc3G5sxtR",51517,10706,2019-10-18 19:34:21,Twitter for iPhone,Donald J. Trump
119,I want to thank Secretary of Energy Rick Perry for the outstanding job he has done. He will be leaving at the end o… https://t.co/t1P7C4XOq1,66706,13515,2019-10-18 19:34:20,Twitter for iPhone,Donald J. Trump
120,"Can you believe I am doing this important work for our Country, and have to deal with Corrupt Adam Schiff and the D… https://t.co/a9HvmsXW6O",149640,33405,2019-10-18 15:51:42,Twitter for iPhone,Donald J. Trump
121,DEFEAT TERRORISM! https://t.co/8WbnLPgWIK,68599,17549,2019-10-18 15:46:14,Twitter for iPhone,Donald J. Trump
122,"....I have just been notified that some European Nations are now willing, for the first time, to take the ISIS Figh… https://t.co/2x0Hbvck3H",58717,14279,2019-10-18 15:42:37,Twitter for iPhone,Donald J. Trump
123,".....this thinking years ago. Instead, it was always held together with very weak bandaids, &amp; in an artificial mann… https://t.co/xfVVvkP3Jt",52128,11943,2019-10-18 15:42:37,Twitter for iPhone,Donald J. Trump
124,Just spoke to President @RTErdogan of Turkey. He told me there was minor sniper and mortar fire that was quickly el… https://t.co/QPkgIfK4F4,68351,16544,2019-10-18 15:42:37,Twitter for iPhone,Donald J. Trump
125,RT @VVFriedman: POTUS discovers a ⁦@LouisVuitton⁩ bag https://t.co/MuuI2LcVpm,0,5696,2019-10-18 13:11:25,Twitter for iPhone,Donald J. Trump
126,RT @VVFriedman: The ⁦@LouisVuitton Trump ⁩ ribbon cutting. “Louis Vuitton...cost me a lot of money over the years” said the President. http…,0,10202,2019-10-18 13:10:56,Twitter for iPhone,Donald J. Trump
127,The USA! https://t.co/Zdj3Lyo76H,57467,12973,2019-10-18 13:09:56,Twitter for iPhone,Donald J. Trump
128,"RT @VVFriedman: So here I am at the @LouisVuitton⁩ factory with the LV cattle in the LV fields in Johnson County, Texas for the POTUS ribbo…",0,6418,2019-10-18 13:08:57,Twitter for iPhone,Donald J. Trump
129,RT @PressSec: .@LouisVuitton is one of more than 350 companies delivering on the Pledge to America’s Workers. Thank you for investing in th…,0,9732,2019-10-18 13:08:23,Twitter for iPhone,Donald J. Trump
130,RT @DanScavino: #TrumpRallyDallas #KAG2020 https://t.co/YZ7xrj8l1h,0,9296,2019-10-18 13:07:08,Twitter for iPhone,Donald J. Trump
131,"Democrats are now the party of high taxes, high crime, open borders, late-term abortion, socialism, and blatant cor… https://t.co/tSNbCqhzVE",100260,31049,2019-10-18 03:39:18,Twitter for iPhone,Donald J. Trump
132,"Tonight, we forcefully condemn the blatant corruption of the Democrat Party, the Fake News Media, and the rogue bur… https://t.co/LnlkBTfhUx",78067,23025,2019-10-18 03:06:57,Twitter for iPhone,Donald J. Trump
133,"The radical left tolerates no dissent, it permits no opposition, it accepts no compromise, and it has absolutely no… https://t.co/J5ruRNe7G1",83482,23330,2019-10-18 02:57:07,Twitter for iPhone,Donald J. Trump
134,"Thank you Dallas, Texas - I love you! #TrumpRallyDallas #KAG2020 https://t.co/meWpesDYeM",81599,20115,2019-10-18 02:26:39,Twitter for iPhone,Donald J. Trump
135,"Just arrived at the American Airlines Center in Dallas, Texas. Will be out shortly as we wait for more of you to ge… https://t.co/ef6YyOIG3p",104890,23336,2019-10-18 00:21:37,Twitter for iPhone,Donald J. Trump
136,"See you soon Dallas, Texas! https://t.co/Sg6xtp1vqQ",64034,13776,2019-10-17 23:22:43,Twitter for iPhone,Donald J. Trump
137,"RT @SarahAMatthews1: Dallas, Texas crowd is getting ready for @realDonaldTrump with a little YMCA ‼️ https://t.co/9muhNZqGvZ",0,15128,2019-10-17 23:20:47,Twitter for iPhone,Donald J. Trump
138,"This is a great day for civilization. I am proud of the United States for sticking by me in following a necessary,… https://t.co/4dKcAXxcHj",164983,37030,2019-10-17 18:13:15,Twitter for iPhone,Donald J. Trump
139,This deal could NEVER have been made 3 days ago. There needed to be some “tough” love in order to get it done. Grea… https://t.co/nkpY0r5ti2,110617,23164,2019-10-17 18:03:25,Twitter for iPhone,Donald J. Trump
140,Great news out of Turkey. News Conference shortly with @VP and @SecPompeo. Thank you to @RTErdogan. Millions of lives will be saved!,103474,26715,2019-10-17 17:29:37,Twitter for iPhone,Donald J. Trump
141,"This number, based on the Economy &amp; how well our Country is doing, would potentially be 75% if not for the Fake New… https://t.co/wREm2kFsaC",70751,17937,2019-10-17 17:02:43,Twitter for iPhone,Donald J. Trump
142,"RT @GOPChairwoman: House Democrats are engaged in “Soviet style” tactics in their effort to attack @realDonaldTrump.

So true, @SteveScalis…",0,13914,2019-10-17 15:09:09,Twitter for iPhone,Donald J. Trump
143,"RT @rww_gop: Voters are rejecting the Dems’ baseless obstruction &amp; socialist agenda, and they’re making their voices heard loud &amp; clear. Su…",0,13295,2019-10-17 15:08:35,Twitter for iPhone,Donald J. Trump
144,As the Witch Hunt continues! https://t.co/klvvwSXq7M,51817,13548,2019-10-17 15:07:46,Twitter for iPhone,Donald J. Trump
145,The Greatest Witch Hunt in American History! https://t.co/sPnloffJMT,57299,15632,2019-10-17 13:14:49,Twitter for iPhone,Donald J. Trump
146,"RT @realDonaldTrump: Years of BAD GOVERNMENT, such a sorry thing to see! https://t.co/H1r2Be2YS6",0,17388,2019-10-17 12:59:25,Twitter for iPhone,Donald J. Trump
147,"RT @realDonaldTrump: “About 500,000 human beings were killed in Syria while Barack Obama was president &amp; leading for a “political settlemen…",0,43587,2019-10-17 12:58:53,Twitter for iPhone,Donald J. Trump
148,RT @realDonaldTrump: I am the only person who can fight for the safety of our troops &amp; bring them home from the ridiculous &amp; costly Endless…,0,38740,2019-10-17 12:58:35,Twitter for iPhone,Donald J. Trump
149,My warmest condolences to the family and many friends of Congressman Elijah Cummings. I got to see first hand the s… https://t.co/IVXZYgOkyg,105702,17260,2019-10-17 12:54:55,Twitter for iPhone,Donald J. Trump
150,"RT @realDonaldTrump: THANK YOU, WORKING HARD! https://t.co/sNUppjB4Xm",0,17579,2019-10-17 12:39:03,Twitter for iPhone,Donald J. Trump
151,RT @realDonaldTrump: FAKE NEWS! https://t.co/ta8ii8yetP,0,45839,2019-10-17 12:39:00,Twitter for iPhone,Donald J. Trump
152,"RT @realDonaldTrump: Nancy Pelosi needs help fast! There is either something wrong with her “upstairs,” or she just plain doesn’t like our…",0,48818,2019-10-17 12:38:27,Twitter for iPhone,Donald J. Trump
153,This is the real story. Thank you Jim! https://t.co/VqJrsUJdiX,61441,16441,2019-10-17 11:54:12,Twitter for iPhone,Donald J. Trump
154,RT @senatemajldr: Washington Democrats have been engaged in a three-year-long impeachment parade in search of a rationale. Prominent House…,0,16477,2019-10-17 04:41:30,Twitter for iPhone,Donald J. Trump
155,"RT @senatemajldr: Already, House Democrats’ impeachment “inquiry” is violating norms and precedent. They are denying Republicans and Presid…",0,9795,2019-10-17 04:41:26,Twitter for iPhone,Donald J. Trump
156,"RT @senatemajldr: Speaker Pelosi is still blocking the USMCA, a major trade deal that would create 176,000 new American jobs. Senate Democr…",0,14472,2019-10-17 04:41:22,Twitter for iPhone,Donald J. Trump
157,I am the only person who can fight for the safety of our troops &amp; bring them home from the ridiculous &amp; costly Endl… https://t.co/Myfg3mkPGS,155191,38740,2019-10-17 04:39:26,Twitter for iPhone,Donald J. Trump
158,"“About 500,000 human beings were killed in Syria while Barack Obama was president &amp; leading for a “political settle… https://t.co/77ONloetaY",137975,43587,2019-10-17 04:29:31,Twitter for iPhone,Donald J. Trump
159,"RT @RepThomasMassie: Congress never voted to send troops to Syria, but in five minutes we will be voting on a resolution that disapproves o…",0,18711,2019-10-17 04:14:08,Twitter for iPhone,Donald J. Trump
160,"RT @SteveScalise: People all across the country should be alarmed.

Pelosi and Schiff are trying to impeach @realDonaldTrump behind closed…",0,26068,2019-10-17 04:12:20,Twitter for iPhone,Donald J. Trump
161,https://t.co/ZtCSrCqJcN,72923,21464,2019-10-17 02:26:47,Twitter for iPhone,Donald J. Trump
162,"Hope all House Republicans, and honest House Democrats, will vote to CENSURE Rep. Adam Schiff tomorrow for his braz… https://t.co/UTBkc10nhf",114805,31785,2019-10-17 01:14:36,Twitter for iPhone,Donald J. Trump
163,"Years of BAD GOVERNMENT, such a sorry thing to see! https://t.co/H1r2Be2YS6",52659,17388,2019-10-17 01:11:05,Twitter Media Studio,Donald J. Trump
164,"“What has happened here with the Anthony Wiener laptop, the Server, all of the Emails between Huma Abedin and Hilla… https://t.co/ELyAWDQbdb",87397,27817,2019-10-17 00:58:22,Twitter for iPhone,Donald J. Trump
165,"THANK YOU you Dallas, Texas. See you tomorrow night at the American Airlines Center! #TRUMP2020 https://t.co/fbtzlbroQi",87170,21215,2019-10-17 00:44:39,Twitter for iPhone,Donald J. Trump
166,“This President is the most patriotic President I’ve seen in many years. He is going to do what is good for America… https://t.co/2JbKc2WqXK,92578,18694,2019-10-17 00:12:38,Twitter for iPhone,Donald J. Trump
167,"Nancy Pelosi needs help fast! There is either something wrong with her “upstairs,” or she just plain doesn’t like o… https://t.co/X481eoECXa",192427,48818,2019-10-17 00:00:40,Twitter for iPhone,Donald J. Trump
168,"RT @realDonaldTrump: 95% Approval Rating in the Republican Party. Thank you! Just won two Congressional Seats in North Carolina,  &amp; a Gover…",0,26437,2019-10-16 23:35:47,Twitter for iPhone,Donald J. Trump
169,"The Do Nothing Democrats, Pelosi and Schumer stormed out of the Cabinet Room! https://t.co/hmP4FNhemv",64178,18273,2019-10-16 22:42:40,Twitter for iPhone,Donald J. Trump
170,Nervous Nancy's unhinged meltdown! https://t.co/RDeUI7sfe7,120984,31048,2019-10-16 22:29:35,Twitter for iPhone,Donald J. Trump
171,Do you think they like me? https://t.co/TDmUnJ8HtF,144646,29712,2019-10-16 22:21:51,Twitter for iPhone,Donald J. Trump
172,RT @PressSec: .@realDonaldTrump was measured &amp; decisive today. @SpeakerPelosi walking out was baffling but not surprising w NO intention of…,0,20161,2019-10-16 22:21:24,Twitter for iPhone,Donald J. Trump
173,"I’m fighting for the American people, but the Democrats’ sole focus is fighting against ME with their fraudulent Wi… https://t.co/8P09w45uGC",68554,22237,2019-10-16 22:19:13,Twitter for iPhone,Donald J. Trump
174,FAKE NEWS! https://t.co/ta8ii8yetP,142863,45839,2019-10-16 21:17:07,Twitter Media Studio,Donald J. Trump
175,"THANK YOU, WORKING HARD! https://t.co/sNUppjB4Xm",78202,17579,2019-10-16 21:08:16,Twitter for iPhone,Donald J. Trump
176,https://t.co/O8E3i8kJwS,47888,14125,2019-10-16 19:33:24,Twitter Media Studio,Donald J. Trump
177,"Guatemala, Honduras &amp; El Salvador have all signed historic Asylum Cooperation Agreements and are working to end the… https://t.co/yD17W9yoC2",76695,20273,2019-10-16 18:44:06,Twitter for iPhone,Donald J. Trump
178,"Senator Rand Paul just wrote a great book, “The Case Against Socialism” which is now out. Highly recommended – as A… https://t.co/GblFOclQdM",96440,24602,2019-10-16 18:05:43,Twitter for iPhone,Donald J. Trump
179,"Republicans are totally deprived of their rights in this Impeachment Witch Hunt. No lawyers, no questions, no trans… https://t.co/Qd968Gn6bI",82806,22280,2019-10-16 11:46:25,Twitter for iPhone,Donald J. Trump
180,"Our record Economy would CRASH, just like in 1929, if any of those clowns became President!",131421,29876,2019-10-16 11:29:50,Twitter for iPhone,Donald J. Trump
181,"95% Approval Rating in the Republican Party. Thank you! Just won two Congressional Seats in North Carolina,  &amp; a Go… https://t.co/XOLNddjsgk",106938,26437,2019-10-16 11:25:52,Twitter for iPhone,Donald J. Trump
182,“What is happening to President Trump with Impeachment is a Constitutional Travesty.” @GrahamLedger  The likes of w… https://t.co/iXGclnCzpW,79602,20180,2019-10-16 11:14:11,Twitter for iPhone,Donald J. Trump
183,You would think there is NO WAY that any of the Democrat Candidates that we witnessed last night could possibly bec… https://t.co/uDW9RUcdZR,117270,28135,2019-10-16 11:10:02,Twitter for iPhone,Donald J. Trump
184,We now have the greatest Economy in history! https://t.co/8fLOejOpxH,152128,37326,2019-10-16 03:22:00,Twitter for iPhone,Donald J. Trump
185,A great group of Champions! https://t.co/A2ux83427l,44677,9261,2019-10-16 03:16:57,Twitter for iPhone,Donald J. Trump
186,Looks good to me! https://t.co/3aHn7y3ZxI,99119,21868,2019-10-16 03:15:40,Twitter for iPhone,Donald J. Trump
187,"RT @realDonaldTrump: Just out: MEDIAN HOUSEHOLD INCOME IS AT THE HIGHEST POINT EVER, EVER, EVER! How about saying it this way, IN THE HISTO…",0,33303,2019-10-16 03:09:44,Twitter for iPhone,Donald J. Trump
188,RT @realDonaldTrump: Democrats are allowing no transparency at the Witch Hunt hearings. If Republicans ever did this they would be excoriat…,0,23802,2019-10-16 03:09:36,Twitter for iPhone,Donald J. Trump
189,"RT @CortesSteve: As Hispanic Heritage Month wraps up, please see my interview with ⁦@LaraLeaTrump⁩ about the #TrumpBoom and the benefits fo…",0,4394,2019-10-16 03:08:40,Twitter for iPhone,Donald J. Trump
190,RT @CLewandowski_: Great new book just released by ⁦@RandPaul⁩. The Case Against Socialism - Rand Paul - Hardcover. Pick up your copy today…,0,5880,2019-10-16 03:07:30,Twitter for iPhone,Donald J. Trump
191,".... It also brings Shifty’s fraudulent MADE UP CALL, which he read to the United States Congress pretending it to… https://t.co/35xVX2E90u",58327,13926,2019-10-16 02:21:54,Twitter for iPhone,Donald J. Trump
192,"Shifty Adam Schiff wants to rest his entire case on a Whistleblower who he now says can’t testify, &amp; the reason he… https://t.co/n8QdZpH8Q4",85610,20793,2019-10-16 02:21:54,Twitter for iPhone,Donald J. Trump
193,https://t.co/Kj1LtwYSXa https://t.co/YgXImlvOYd,52651,12823,2019-10-15 22:34:18,Twitter for iPhone,Donald J. Trump
194,"The @StLouisBlues amazing comeback reminds us to never give up – and never lose faith. When you work hard, support… https://t.co/g68uGs3i2R",65118,15006,2019-10-15 20:05:12,Twitter for iPhone,Donald J. Trump
195,"Congratulations @StLouisBlues! 
https://t.co/WjlWYFuiE6",39949,9095,2019-10-15 19:58:53,Twitter for iPhone,Donald J. Trump
196,"Now that we have found out that @CNN is a virtual fraud, rumor has it that Jeff Zucker will be resigining momentarily?",131181,33835,2019-10-15 18:04:56,Twitter for iPhone,Donald J. Trump
197,"Join me in Dallas, Texas this Thursday (October 17th) at the American Airlines Center! #KAG2020

Tickets:… https://t.co/kEzQhhFyWb",53008,16851,2019-10-15 16:41:36,Twitter for iPhone,Donald J. Trump
198,....He loves our Military and supports our Vets! Get out and Vote for Tate Reeves on November 5th. He has my Complete and Total Endorsement!,45923,11410,2019-10-15 15:57:15,Twitter for iPhone,Donald J. Trump
